,doc_id,suffix,nb_chars,nb_tokens,ratio_alnum,ratio_al,ratio_num,nb_occ_article
220,aaac3d98fbd45b27060e0aab5370da8c.pdf,.pdf,2982,826,0.7649228705566734,0.7397719651240778,0.025150905432595575,6
221,cb215e6b1eaf4b60c0a76818497a00f2_summary_en.txt,.txt,580,102,0.8396551724137931,0.8396551724137931,0.0,0
222,fa939069fc6721defccc3152a86bcd69.pdf,.pdf,4470,1218,0.7686800894854586,0.7422818791946308,0.026398210290827742,8
223,237afd76ec365244e94396095d2d95ab_summary_en.txt,.txt,611,107,0.8297872340425532,0.8297872340425532,0.0,0
224,c178843304a64bbcc85c2ad9ff7fcda3_summary_en.txt,.txt,552,103,0.8188405797101449,0.8115942028985508,0.007246376811594203,2
225,1c7b4a831284608fa3f1ab352233edff_summary_en.txt,.txt,509,120,0.8015717092337917,0.7799607072691552,0.021611001964636542,0
226,fa6f6cb4bf47763d0afdc0993caf3d3a_summary_fr.txt,.txt,528,103,0.8465909090909091,0.8465909090909091,0.0,0
227,f54bbb4bf5f9f0d25ad6799bb0660503.pdf,.pdf,11583,3419,0.77000777000777,0.747992747992748,0.022015022015022014,9
228,b8a0dfbd02300d8aec58cd0b530030e6_summary_en.txt,.txt,354,60,0.8389830508474576,0.8389830508474576,0.0,0
229,bb34db4c0a5a40a8657df8e5181852f7_summary_en.txt,.txt,412,69,0.8495145631067961,0.8495145631067961,0.0,0
230,dd6fab4c740836f2085b57ac5097bbf9_summary_en.txt,.txt,228,37,0.8552631578947368,0.8552631578947368,0.0,0
231,ed2ab474f2f7d68b41973c706694f9b9.pdf,.pdf,18355,4385,0.7940615636066467,0.7760283301552711,0.018033233451375648,23
232,1b36adb1a976b351fc6792cf10f51515.pdf,.pdf,8393,2347,0.7680209698558322,0.7538424877874419,0.014178482068390326,8
233,a68fc4fbeaf6f38240722db4a7c5a3aa.pdf,.pdf,48585,15752,0.7698466604919214,0.7105896881753627,0.05925697231655861,82
234,9e3f1687ebb23abddb712bd2c7fbe2e2_summary_fr.txt,.txt,866,185,0.8187066974595842,0.8187066974595842,0.0,0
235,a9fa91b8f68f0826aa1d4b545e55724f.pdf,.pdf,31835,9143,0.788032040207319,0.7701900424061567,0.017841997801162243,28
236,6f16124b87a9efd2fdd21d2912ebe648_summary_en.txt,.txt,234,37,0.8632478632478633,0.8632478632478633,0.0,0
237,a10762262f89f7a328bced5d8659983d.pdf,.pdf,3139,847,0.7050015928639695,0.6960815546352341,0.008920038228735267,0
238,4e1f300a2191b7aa1a2afe758f052b64.pdf,.pdf,5405,1496,0.7768732654949121,0.7622571692876966,0.014616096207215542,7
239,4e1f300a2191b7aa1a2afe758f052b64_summary_fr.txt,.txt,573,131,0.8202443280977313,0.8202443280977313,0.0,0
240,5f34b6813d5938c67a11dc17bc752fd2.pdf,.pdf,7032,2033,0.7778725824800911,0.7502844141069397,0.027588168373151308,12
241,47cc1e1f3fae3bc294d34f19d79cf60f.pdf,.pdf,2605,787,0.7650671785028791,0.7170825335892514,0.04798464491362764,6
242,07498eff67d6c1d7972e571eca238a9f_summary_fr.txt,.txt,294,69,0.826530612244898,0.826530612244898,0.0,0
243,74ea216c2665953e5174cf1fd01229e6.pdf,.pdf,21526,5459,0.7925299637647496,0.7662361795038558,0.026293784260893804,53
244,a4fedd948481a28b3b68a824032e38e4.pdf,.pdf,15825,3636,0.7802211690363349,0.7637282780410742,0.016492890995260665,16
245,20731ddefa3b1cf0450bbe63859554f8_summary_en.txt,.txt,336,83,0.8184523809523809,0.7827380952380952,0.03571428571428571,0
246,9e3f1687ebb23abddb712bd2c7fbe2e2.pdf,.pdf,4335,1262,0.7713956170703575,0.7432525951557093,0.028143021914648212,6
247,83cd7b1f684ca3bdd7365420a64f9ba5.pdf,.pdf,8029,2160,0.7796736828994894,0.7652260555486362,0.014447627350853157,9
248,20731ddefa3b1cf0450bbe63859554f8.pdf,.pdf,14395,3483,0.7616533518582841,0.7433136505731157,0.01833970128516846,19
249,7289ae89243c2ad8176f358fd1793fc1.pdf,.pdf,5642,1559,0.7798652959943283,0.7578872740163063,0.02197802197802198,1
250,949a997c1390eda20fff4e894a51cd7a.pdf,.pdf,8505,2096,0.787066431510876,0.7707231040564374,0.016343327454438564,16
251,3be1ad6df310141616ba780f297e25b7_summary_en.txt,.txt,236,43,0.8347457627118644,0.8347457627118644,0.0,0
252,5635f5aa326e80faf3975cd12b55fbb0_summary_fr.txt,.txt,592,125,0.8209459459459459,0.8192567567567568,0.0016891891891891893,0
253,d5cf336ed4b7296cc7971bcb6f7f3b09.pdf,.pdf,7156,1830,0.788848518725545,0.7599217439910565,0.028926774734488542,13
254,4be493901ea03ad6080098be5b8d5356_summary_en.txt,.txt,276,45,0.8442028985507246,0.8442028985507246,0.0,0
255,4d9ae361d7e9b577b961763a043cbcc6_summary_fr.txt,.txt,271,63,0.8118081180811808,0.8044280442804428,0.007380073800738007,0
256,5edbdb214371a0c666c474ff14d2a9ff.pdf,.pdf,237068,64386,0.7772959657144786,0.7440818668061484,0.033214098908330096,473
257,57815ce49516c8ee5313147e789ddd98.pdf,.pdf,19748,6150,0.7629633380595503,0.7402774964553372,0.022685841604213084,17
258,4a590e2caa0a9a3b3bbe229f4021e16b_summary_fr.txt,.txt,266,60,0.8383458646616542,0.8383458646616542,0.0,0
259,17d494d541f3f7a7d3b16b5cb0663752.pdf,.pdf,1781,521,0.7389107243121842,0.7248736664795059,0.01403705783267827,0
260,0b77afbc3ac9cd1c92a8258c918f85da.pdf,.pdf,4455,1168,0.7753086419753087,0.7479236812570146,0.027384960718294053,5
261,c395098dee071ebea47a8db44dfb2c2d.pdf,.pdf,118814,45731,0.7565185920851079,0.6441160132644301,0.1124025788206777,128
262,28f2fe5aaf959ea86322064719a8221c_summary_fr.txt,.txt,206,59,0.8155339805825242,0.7766990291262136,0.038834951456310676,0
263,efb965e61138ce13f3b7ed6cb93b71fe.pdf,.pdf,8693,2206,0.7883354423099045,0.7634878637984586,0.024847578511445992,14
264,fed8a1bfce8f2a3b7a261ea0110787a6_summary_fr.txt,.txt,80,29,0.8,0.7,0.1,0
265,149a7fa22be4400ca1b63235d78346da_summary_en.txt,.txt,308,56,0.8441558441558441,0.8441558441558441,0.0,0
266,1573b856afd95f1b0544801e11437ad0.pdf,.pdf,1922,620,0.7242455775234131,0.7018730489073881,0.022372528616024973,0
267,a619867139a455e7260ee685d62d6c43_summary_fr.txt,.txt,1514,365,0.8117569352708058,0.8018494055482166,0.009907529722589167,0
268,33a0c130cba037b27f392fb7ca64d9d7.pdf,.pdf,8998,2475,0.7782840631251389,0.7628361858190709,0.015447877306068015,13
269,a2428b5192404476dad1c0fa7b4b43d2.pdf,.pdf,4639,1406,0.7592153481353741,0.7359344686354817,0.02328087949989222,8
270,5b78cf249defaea81c858608685b896f.pdf,.pdf,6149,1394,0.7734590990404944,0.7628882745161815,0.010570824524312896,0
271,a2428b5192404476dad1c0fa7b4b43d2_summary_fr.txt,.txt,268,60,0.8283582089552238,0.8283582089552238,0.0,0
272,fcf7b538fecbf68a95c8ac7aeaae84fc_summary_fr.txt,.txt,166,37,0.8313253012048193,0.8313253012048193,0.0,0
273,642f2e1f8204bdbae674f5c6f647b1c2.pdf,.pdf,8516,2985,0.7344997651479568,0.7018553311413809,0.03264443400657586,5
274,3b939888903c18b49ba294e1df660d22_summary_fr.txt,.txt,494,128,0.8016194331983806,0.7834008097165992,0.018218623481781375,0
275,3bbe7877e0bdafebf848b6a0ba0aacab.pdf,.pdf,1680,566,0.7255952380952381,0.6535714285714286,0.07202380952380952,4
276,a9d6377df7a98ab5e0c05f6d1f13844c.pdf,.pdf,4000,1192,0.71225,0.7035,0.00875,0
277,04e70341c4b9aadeae1adbfc35b032b3.pdf,.pdf,3287,912,0.7596592637663523,0.7365378764831153,0.023121387283236993,5
278,4471cdff28bc6ce1e3c5a9d8ee20d9a8.pdf,.pdf,14912,3606,0.7889619098712446,0.7669662017167382,0.021995708154506438,27
279,de2d69fff1d0a781982b4e14dd582321.pdf,.pdf,3640,1048,0.7771978021978022,0.7612637362637362,0.015934065934065933,5
280,c72a5297c53fdc017e79952facde7775.pdf,.pdf,7840,2184,0.7710459183673469,0.7474489795918368,0.023596938775510203,10
281,f9cdd79bc61140ed6bc03380c522719d_summary_fr.txt,.txt,341,61,0.8475073313782991,0.8475073313782991,0.0,0
282,c178843304a64bbcc85c2ad9ff7fcda3.pdf,.pdf,1838,437,0.7568008705114254,0.7470076169749728,0.009793253536452665,0
283,893341e90a4c86417f4d62e927548167_summary_en.txt,.txt,342,58,0.8450292397660819,0.8450292397660819,0.0,0
284,c72a5297c53fdc017e79952facde7775_summary_fr.txt,.txt,280,52,0.8464285714285714,0.8464285714285714,0.0,0
